BLOCKHASH,BLOCKNUMBER,BLOCKTIMESTAMP,TRANSACTIONHASH,LOGADDRESS,TOPICHEX_0,TOPICHEX_1,TOPICHEX_2,TOPICHEX_3,TOPICDEC_0,TOPICDEC_1,TOPICDEC_2,TOPICDEC_3,LOGDATA,LOGINDEX,TRANSACTIONINDEX,REMOVED,PARTITION_DATE
0xdeb6345c6fb03ba03600104c03e5a9ce9434d8bcb8fe49eae9d61325b3713386,46,1601472467,0x8bac5519d6048c6f8ef9b4f1487c7b85e184d86c6354ab39e089c5d785546175,0x2d87D6333724fbd177D45fB592449247d6B28307,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0x9f2df0fed2c77648de5860a4cc508cd0818c85b8b8a1ab4ceeef8d981c8956a6,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,71998914331801701415977457805802827292338598818749192222732755537001613711014,989744106642267901334396765930346307613663100425,989744106642267901334396765930346307613663100425,0x,1,0,false,2020-09-30
0x0ccbef8207a122fcb9470a3da941e08471844fcc60ab097e076b2960f711b108,45,1601472463,0xe879c5f0f2618318fad0de44d1d815fe0d903fb78efd169403b1b3a5b270e466,0x6F239aA5b4db9a725Af9c74384e3c8D3c817C4B6,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0x65d7a28e3265b37a6474929f336521b332c1681b933f6cb9f3376673440d862a,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,46064591742365316646970276594743220339571119322154097890182397547851832722986,989744106642267901334396765930346307613663100425,989744106642267901334396765930346307613663100425,0x,2,0,false,2020-09-30
0xec3935aff50b08503e9ef590280e5451b5b1581804f72ad76393cfdd237bdd40,84,1601514708,0xdff846e70e773a780da4ce5a46558fd1c58fd1ec784626f2e6cd27b4af70e689,0x5Eecf8337038775da1a7b46dcb6b56Be043263f0,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0xe2b7fb3b832174769106daebcfd6d1970523240dda11281102db9363b83b0dc4,0x000000000000000000000000f37619d5fcd8d3453161ab199427c139f769cf2d,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,102547770735452218668329474129228402032596641604203437911260885007774093348292,1389918495867003342215108806365842852573174419245,989744106642267901334396765930346307613663100425,0x,1,0,false,2020-10-01
0x4ee6cd3579896f22d7ff984a1128a64a2c8eed023d74864cf20df81c073abbf4,88,1601514727,0x61f2294e89a8f2165d4494aa01307fee25ab2d67bcbcc95bbf40bab51ee76449,0xb18155a7429b01304D6CF5221b3138B0B48D3BE0,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0x0000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,0,989744106642267901334396765930346307613663100425,989744106642267901334396765930346307613663100425,0x,0,0,false,2020-10-01
0xa9372fe63e59cb2836c9e00774731e0b892e6eba470e813b5a4a8e9a4b348d20,94,1601552803,0x2af3ffced4a71aaea77ea17d2c5d755811643b7f6bad6e2d761d631f14b1212b,0x640440c1A691dC824C89f92A856848A9013D3784,0x767d0ffbc3d16cc51fc05770a22976e4b0fda9198e37878b76979429b2d5d88c,0x6de5a703ed0a8fd9e05eefb094e7a3f0ca7ad3b7793d94005ba706a9c9dab1fe,0x000000000000000000000000967d458697fb512394740a37d39c3a1ca90b1a30,0x000000000000000000000000d963fc712bb5c692d4745ee5fd9c03ef095489ab,53593882329686596457682609786654452631037943910373824810254744343969275435148,49707861170893398416385648562018156144080388868228124112745363278112023556606,859142265320977054959558455024951620050031942192,1241080761849490611198116520246352917724004649387,0x00000000000000000000000000000000000000000000000466c77b52304a80000000000000000000000000000000000000000000000000000de0b6b3a7640000000000000000000000000000000000000000000000000000000000005f75ddc346fec0791f0a5ab50d0ede63478e131530f24cca982d1ae7eaa1767cf240b08e00000000000000000000000000000000000000000000000000000000000000c0000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000034554480000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002a30786630373536653138386432663965306339303033613635303139626530313064646266356630323600000000000000000000000000000000000000000000,0,0,false,2020-10-01
0x4ee6cd3579896f22d7ff984a1128a64a2c8eed023d74864cf20df81c073abbf4,88,1601514727,0x61f2294e89a8f2165d4494aa01307fee25ab2d67bcbcc95bbf40bab51ee76449,0xb18155a7429b01304D6CF5221b3138B0B48D3BE0,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0x65d7a28e3265b37a6474929f336521b332c1681b933f6cb9f3376673440d862a,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,46064591742365316646970276594743220339571119322154097890182397547851832722986,989744106642267901334396765930346307613663100425,989744106642267901334396765930346307613663100425,0x,2,0,false,2020-10-01
0x4d2c4bc0b1c53a060fd8b2bb9de5bd280f641c1e75cb0fb1f87be86b8aaeb37e,95,1601552828,0xfe13e28b3e3f26e4f246767089b7e723716587368f50afd9c905a07caffc7645,0x640440c1A691dC824C89f92A856848A9013D3784,0x2d3a5ed13d0553389b4078e01264416362e34d23520fda797fbc17f3905ed131,0x6de5a703ed0a8fd9e05eefb094e7a3f0ca7ad3b7793d94005ba706a9c9dab1fe,0x000000000000000000000000967d458697fb512394740a37d39c3a1ca90b1a30,0x000000000000000000000000d963fc712bb5c692d4745ee5fd9c03ef095489ab,20457209721215825919055929138353935057720616361263495435123529594584338190641,49707861170893398416385648562018156144080388868228124112745363278112023556606,859142265320977054959558455024951620050031942192,1241080761849490611198116520246352917724004649387,0x3a9ac9a25c1de96747ea829293ac8b748fcdcf3553b3c7e5282797cc20f3d02d46fec0791f0a5ab50d0ede63478e131530f24cca982d1ae7eaa1767cf240b08e,0,0,false,2020-10-01
0x84d6e36336783e2f73881c7d1e4c7ea45fe4335b0130a64e9e3701b9f71f9d24,89,1601522113,0xe622ec09b044f483dae2a2134933005af0786fcd5323319e6fde5cd640677b10,0x6795E30A662B1B0EA02b112f3bacB34f2a18F573,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0xe2b7fb3b832174769106daebcfd6d1970523240dda11281102db9363b83b0dc4,0x000000000000000000000000f37619d5fcd8d3453161ab199427c139f769cf2d,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,102547770735452218668329474129228402032596641604203437911260885007774093348292,1389918495867003342215108806365842852573174419245,989744106642267901334396765930346307613663100425,0x,1,0,false,2020-10-01
0x84d6e36336783e2f73881c7d1e4c7ea45fe4335b0130a64e9e3701b9f71f9d24,89,1601522113,0xe622ec09b044f483dae2a2134933005af0786fcd5323319e6fde5cd640677b10,0x6795E30A662B1B0EA02b112f3bacB34f2a18F573,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0xe2b7fb3b832174769106daebcfd6d1970523240dda11281102db9363b83b0dc4,0x000000000000000000000000a9f691f674e1d25d34152d7bbdc0e39bbd3bea33,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,102547770735452218668329474129228402032596641604203437911260885007774093348292,970318138734352761669420155391181190078547094067,989744106642267901334396765930346307613663100425,0x,2,0,false,2020-10-01
0xb1af03b29c9ae3e8635f622373af3b0fde5023102a7416c2ae376b1e5cb0e950,83,1601514504,0x5f05b00fdd1b465512ea02577dce79eccdbb14e0a12952a168eb371ee8212959,0x06bfF7a28d350D6D6FeDE8a2802dd20039ea3993,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0xe2b7fb3b832174769106daebcfd6d1970523240dda11281102db9363b83b0dc4,0x000000000000000000000000d4529b3c7165b7efbb081cfc77db6cdf3bcba22b,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,102547770735452218668329474129228402032596641604203437911260885007774093348292,1212148227492925844510349791018530513135956894251,989744106642267901334396765930346307613663100425,0x,3,0,false,2020-10-01
0x84d6e36336783e2f73881c7d1e4c7ea45fe4335b0130a64e9e3701b9f71f9d24,89,1601522113,0xe622ec09b044f483dae2a2134933005af0786fcd5323319e6fde5cd640677b10,0x6795E30A662B1B0EA02b112f3bacB34f2a18F573,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0x0000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,0,989744106642267901334396765930346307613663100425,989744106642267901334396765930346307613663100425,0x,0,0,false,2020-10-01
0xb1af03b29c9ae3e8635f622373af3b0fde5023102a7416c2ae376b1e5cb0e950,83,1601514504,0x5f05b00fdd1b465512ea02577dce79eccdbb14e0a12952a168eb371ee8212959,0x06bfF7a28d350D6D6FeDE8a2802dd20039ea3993,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0xe2b7fb3b832174769106daebcfd6d1970523240dda11281102db9363b83b0dc4,0x000000000000000000000000a9f691f674e1d25d34152d7bbdc0e39bbd3bea33,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,102547770735452218668329474129228402032596641604203437911260885007774093348292,970318138734352761669420155391181190078547094067,989744106642267901334396765930346307613663100425,0x,2,0,false,2020-10-01
0xc9d3b6a0e3bae3c9964775550010ad294c012bc15e379415cf09df940f86c388,81,1601514287,0xd8964b4e868e776f5924f9c5b26dafdc9d5bf2a7ceefe457f948f73ce16d8c4d,0x71a3Bf301C6D569D96c74A1057953013b3285fcc,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0xe2b7fb3b832174769106daebcfd6d1970523240dda11281102db9363b83b0dc4,0x000000000000000000000000f37619d5fcd8d3453161ab199427c139f769cf2d,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,102547770735452218668329474129228402032596641604203437911260885007774093348292,1389918495867003342215108806365842852573174419245,989744106642267901334396765930346307613663100425,0x,1,0,false,2020-10-01
0xb1af03b29c9ae3e8635f622373af3b0fde5023102a7416c2ae376b1e5cb0e950,83,1601514504,0x5f05b00fdd1b465512ea02577dce79eccdbb14e0a12952a168eb371ee8212959,0x06bfF7a28d350D6D6FeDE8a2802dd20039ea3993,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0x0000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,0,989744106642267901334396765930346307613663100425,989744106642267901334396765930346307613663100425,0x,0,0,false,2020-10-01
0x84d6e36336783e2f73881c7d1e4c7ea45fe4335b0130a64e9e3701b9f71f9d24,89,1601522113,0xe622ec09b044f483dae2a2134933005af0786fcd5323319e6fde5cd640677b10,0x6795E30A662B1B0EA02b112f3bacB34f2a18F573,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0xe2b7fb3b832174769106daebcfd6d1970523240dda11281102db9363b83b0dc4,0x000000000000000000000000d4529b3c7165b7efbb081cfc77db6cdf3bcba22b,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,102547770735452218668329474129228402032596641604203437911260885007774093348292,1212148227492925844510349791018530513135956894251,989744106642267901334396765930346307613663100425,0x,3,0,false,2020-10-01
0xb1af03b29c9ae3e8635f622373af3b0fde5023102a7416c2ae376b1e5cb0e950,83,1601514504,0x5f05b00fdd1b465512ea02577dce79eccdbb14e0a12952a168eb371ee8212959,0x06bfF7a28d350D6D6FeDE8a2802dd20039ea3993,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0xe2b7fb3b832174769106daebcfd6d1970523240dda11281102db9363b83b0dc4,0x000000000000000000000000f37619d5fcd8d3453161ab199427c139f769cf2d,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,102547770735452218668329474129228402032596641604203437911260885007774093348292,1389918495867003342215108806365842852573174419245,989744106642267901334396765930346307613663100425,0x,1,0,false,2020-10-01
0xc9d3b6a0e3bae3c9964775550010ad294c012bc15e379415cf09df940f86c388,81,1601514287,0xd8964b4e868e776f5924f9c5b26dafdc9d5bf2a7ceefe457f948f73ce16d8c4d,0x71a3Bf301C6D569D96c74A1057953013b3285fcc,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0xe2b7fb3b832174769106daebcfd6d1970523240dda11281102db9363b83b0dc4,0x000000000000000000000000d4529b3c7165b7efbb081cfc77db6cdf3bcba22b,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,102547770735452218668329474129228402032596641604203437911260885007774093348292,1212148227492925844510349791018530513135956894251,989744106642267901334396765930346307613663100425,0x,3,0,false,2020-10-01
0xec3935aff50b08503e9ef590280e5451b5b1581804f72ad76393cfdd237bdd40,84,1601514708,0xdff846e70e773a780da4ce5a46558fd1c58fd1ec784626f2e6cd27b4af70e689,0x5Eecf8337038775da1a7b46dcb6b56Be043263f0,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0xe2b7fb3b832174769106daebcfd6d1970523240dda11281102db9363b83b0dc4,0x000000000000000000000000a9f691f674e1d25d34152d7bbdc0e39bbd3bea33,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,102547770735452218668329474129228402032596641604203437911260885007774093348292,970318138734352761669420155391181190078547094067,989744106642267901334396765930346307613663100425,0x,2,0,false,2020-10-01
0xec3935aff50b08503e9ef590280e5451b5b1581804f72ad76393cfdd237bdd40,84,1601514708,0xdff846e70e773a780da4ce5a46558fd1c58fd1ec784626f2e6cd27b4af70e689,0x5Eecf8337038775da1a7b46dcb6b56Be043263f0,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0x0000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,0,989744106642267901334396765930346307613663100425,989744106642267901334396765930346307613663100425,0x,0,0,false,2020-10-01
0xec3935aff50b08503e9ef590280e5451b5b1581804f72ad76393cfdd237bdd40,84,1601514708,0xdff846e70e773a780da4ce5a46558fd1c58fd1ec784626f2e6cd27b4af70e689,0x5Eecf8337038775da1a7b46dcb6b56Be043263f0,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0xe2b7fb3b832174769106daebcfd6d1970523240dda11281102db9363b83b0dc4,0x000000000000000000000000d4529b3c7165b7efbb081cfc77db6cdf3bcba22b,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,102547770735452218668329474129228402032596641604203437911260885007774093348292,1212148227492925844510349791018530513135956894251,989744106642267901334396765930346307613663100425,0x,3,0,false,2020-10-01
0xc9d3b6a0e3bae3c9964775550010ad294c012bc15e379415cf09df940f86c388,81,1601514287,0xd8964b4e868e776f5924f9c5b26dafdc9d5bf2a7ceefe457f948f73ce16d8c4d,0x71a3Bf301C6D569D96c74A1057953013b3285fcc,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0x0000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,0,989744106642267901334396765930346307613663100425,989744106642267901334396765930346307613663100425,0x,0,0,false,2020-10-01
0xc9d3b6a0e3bae3c9964775550010ad294c012bc15e379415cf09df940f86c388,81,1601514287,0xd8964b4e868e776f5924f9c5b26dafdc9d5bf2a7ceefe457f948f73ce16d8c4d,0x71a3Bf301C6D569D96c74A1057953013b3285fcc,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0xe2b7fb3b832174769106daebcfd6d1970523240dda11281102db9363b83b0dc4,0x000000000000000000000000a9f691f674e1d25d34152d7bbdc0e39bbd3bea33,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,102547770735452218668329474129228402032596641604203437911260885007774093348292,970318138734352761669420155391181190078547094067,989744106642267901334396765930346307613663100425,0x,2,0,false,2020-10-01
0x4ee6cd3579896f22d7ff984a1128a64a2c8eed023d74864cf20df81c073abbf4,88,1601514727,0x61f2294e89a8f2165d4494aa01307fee25ab2d67bcbcc95bbf40bab51ee76449,0xb18155a7429b01304D6CF5221b3138B0B48D3BE0,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0x9f2df0fed2c77648de5860a4cc508cd0818c85b8b8a1ab4ceeef8d981c8956a6,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,71998914331801701415977457805802827292338598818749192222732755537001613711014,989744106642267901334396765930346307613663100425,989744106642267901334396765930346307613663100425,0x,1,0,false,2020-10-01
