BLOCKHASH,BLOCKNUMBER,BLOCKTIMESTAMP,TRANSACTIONHASH,LOGADDRESS,TOPICHEX_0,TOPICHEX_1,TOPICHEX_2,TOPICHEX_3,TOPICDEC_0,TOPICDEC_1,TOPICDEC_2,TOPICDEC_3,LOGDATA,LOGINDEX,TRANSACTIONINDEX,REMOVED,PARTITION_DATE
0x04fda813da6a1e515692eaf4c20be203ef7eb6737b097a88a7726a4863ba874a,41,1601472444,0xea804e30ba0af6a1726d20f94d472cce178bfaa5a5bd1c94bde2c3c0c8a62257,0x4259F50ED1e02eA5793959b1d1E902c6Ef16aFF6,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0xe2b7fb3b832174769106daebcfd6d1970523240dda11281102db9363b83b0dc4,0x000000000000000000000000d4529b3c7165b7efbb081cfc77db6cdf3bcba22b,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,102547770735452218668329474129228402032596641604203437911260885007774093348292,1212148227492925844510349791018530513135956894251,989744106642267901334396765930346307613663100425,0x,3,0,false,2020-09-30
0x04fda813da6a1e515692eaf4c20be203ef7eb6737b097a88a7726a4863ba874a,41,1601472444,0xea804e30ba0af6a1726d20f94d472cce178bfaa5a5bd1c94bde2c3c0c8a62257,0x4259F50ED1e02eA5793959b1d1E902c6Ef16aFF6,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0xe2b7fb3b832174769106daebcfd6d1970523240dda11281102db9363b83b0dc4,0x000000000000000000000000a9f691f674e1d25d34152d7bbdc0e39bbd3bea33,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,102547770735452218668329474129228402032596641604203437911260885007774093348292,970318138734352761669420155391181190078547094067,989744106642267901334396765930346307613663100425,0x,2,0,false,2020-09-30
0x6082bc122e571ea41c593759f809ade0fde9f0738dc1524135832fe1df45c6af,60,1601499367,0xf11c908c38c28d401ea18e1b9c6a5d73173269194fb8997d989e388348a60847,0x4259F50ED1e02eA5793959b1d1E902c6Ef16aFF6,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0x0000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000970fc269042ddc420ffb4cccb9dacca25c5d0538,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,0,862409053091052048398607208260684888138158245176,989744106642267901334396765930346307613663100425,0x,0,0,false,2020-09-30
0x75b9d7980a1c4a2032fdbe9afa3276fac4d206036a2588866e89c2d498674762,53,1601498962,0xcd45587e16a713b227795646e4c18bf2b088c6c174f6f4d6c667430f5a34a1de,0x6a68C87dA4d25c9F04ee22554CAe10aC9A7c4de6,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0x0000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,0,989744106642267901334396765930346307613663100425,989744106642267901334396765930346307613663100425,0x,0,0,false,2020-09-30
0xc6b0a027c2f5a08d0ffedb90b550a686960625d79760735a64e007366d19fb2b,51,1601498084,0xdbea8ac3e7ae821765982b3d7272df7788b11879a01287d4b0d4c4516cbb4444,0xa5acE8CdeF34723Feb1Caf58EF436c8b6647f66E,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0xe2b7fb3b832174769106daebcfd6d1970523240dda11281102db9363b83b0dc4,0x0000000000000000000000004aa0d262a6dc9a00baaa5ff3ff0c7110b9f14294,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,102547770735452218668329474129228402032596641604203437911260885007774093348292,426051763422243928557686413989692868224516965012,989744106642267901334396765930346307613663100425,0x,1,0,false,2020-09-30
0xdeb6345c6fb03ba03600104c03e5a9ce9434d8bcb8fe49eae9d61325b3713386,46,1601472467,0x8bac5519d6048c6f8ef9b4f1487c7b85e184d86c6354ab39e089c5d785546175,0x2d87D6333724fbd177D45fB592449247d6B28307,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0x0000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,0,989744106642267901334396765930346307613663100425,989744106642267901334396765930346307613663100425,0x,0,0,false,2020-09-30
0xdeb6345c6fb03ba03600104c03e5a9ce9434d8bcb8fe49eae9d61325b3713386,46,1601472467,0x8bac5519d6048c6f8ef9b4f1487c7b85e184d86c6354ab39e089c5d785546175,0x2d87D6333724fbd177D45fB592449247d6B28307,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0x65d7a28e3265b37a6474929f336521b332c1681b933f6cb9f3376673440d862a,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,46064591742365316646970276594743220339571119322154097890182397547851832722986,989744106642267901334396765930346307613663100425,989744106642267901334396765930346307613663100425,0x,2,0,false,2020-09-30
0x0ccbef8207a122fcb9470a3da941e08471844fcc60ab097e076b2960f711b108,45,1601472463,0xe879c5f0f2618318fad0de44d1d815fe0d903fb78efd169403b1b3a5b270e466,0x6F239aA5b4db9a725Af9c74384e3c8D3c817C4B6,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0x0000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,0,989744106642267901334396765930346307613663100425,989744106642267901334396765930346307613663100425,0x,0,0,false,2020-09-30
0x04fda813da6a1e515692eaf4c20be203ef7eb6737b097a88a7726a4863ba874a,41,1601472444,0xea804e30ba0af6a1726d20f94d472cce178bfaa5a5bd1c94bde2c3c0c8a62257,0x4259F50ED1e02eA5793959b1d1E902c6Ef16aFF6,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0x0000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,0,989744106642267901334396765930346307613663100425,989744106642267901334396765930346307613663100425,0x,0,0,false,2020-09-30
0x75b9d7980a1c4a2032fdbe9afa3276fac4d206036a2588866e89c2d498674762,53,1601498962,0xcd45587e16a713b227795646e4c18bf2b088c6c174f6f4d6c667430f5a34a1de,0x6a68C87dA4d25c9F04ee22554CAe10aC9A7c4de6,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0xe2b7fb3b832174769106daebcfd6d1970523240dda11281102db9363b83b0dc4,0x000000000000000000000000970fc269042ddc420ffb4cccb9dacca25c5d0538,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,102547770735452218668329474129228402032596641604203437911260885007774093348292,862409053091052048398607208260684888138158245176,989744106642267901334396765930346307613663100425,0x,3,0,false,2020-09-30
0x0ccbef8207a122fcb9470a3da941e08471844fcc60ab097e076b2960f711b108,45,1601472463,0xe879c5f0f2618318fad0de44d1d815fe0d903fb78efd169403b1b3a5b270e466,0x6F239aA5b4db9a725Af9c74384e3c8D3c817C4B6,0x2f8788117e7eff1d82e926ec794901d17c78024a50270940304540a733656f0d,0x9f2df0fed2c77648de5860a4cc508cd0818c85b8b8a1ab4ceeef8d981c8956a6,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,0x000000000000000000000000ad5da9234b49bebcdc12eb23358f68edf0cefe09,21498167346302451094516930465084812798900530214793017313261708129848854408973,71998914331801701415977457805802827292338598818749192222732755537001613711014,989744106642267901334396765930346307613663100425,989744106642267901334396765930346307613663100425,0x,1,0,false,2020-09-30
